Gene stable ID	GO term accession
BRADI1G52040	GO:0019843
BRADI1G52040	GO:0005622
BRADI1G52040	GO:0003735
BRADI1G52040	GO:0006412
BRADI1G52040	GO:0005840
BRADI1G52050	GO:0016787
BRADI1G52050	GO:0005975
BRADI1G52050	GO:0005576
BRADI1G52050	GO:0008152
BRADI1G52050	GO:0016798
BRADI1G52050	GO:0004650
BRADI1G52050	GO:0004650
BRADI1G52050	GO:0071555
BRADI1G52050	GO:0005975
BRADI1G52050	GO:0005576
BRADI1G52060	
BRADI1G52070	
BRADI1G52080	
BRADI1G52090	GO:0000398
BRADI1G52090	GO:0005681
BRADI1G52090	GO:0005681
BRADI1G52090	GO:0000398
BRADI1G52100	GO:0005524
BRADI1G52100	GO:0000166
BRADI1G52100	GO:0006200
BRADI1G52100	GO:0016887
BRADI1G52100	GO:0000918
BRADI1G52100	GO:0030899
BRADI1G52100	GO:0010020
BRADI1G52100	GO:0042802
BRADI1G52100	GO:0042803
BRADI1G52100	GO:0009941
BRADI1G52100	GO:0009570
BRADI1G52100	GO:0005515
BRADI1G52100	GO:0030899
BRADI1G52100	GO:0000918
BRADI1G52100	GO:0010020
BRADI1G52100	GO:0016887
BRADI1G52100	GO:0009941
BRADI1G52100	GO:0009570
BRADI1G52100	GO:0005524
BRADI1G52110	
BRADI1G52120	
BRADI1G52130	
BRADI1G52140	GO:0048208
BRADI1G52140	GO:0048208
BRADI1G52140	GO:0000139
BRADI1G52140	GO:0048208
BRADI1G52140	GO:0048208
BRADI1G52140	GO:0000139
BRADI1G52140	GO:0048208
BRADI1G52140	GO:0048208
BRADI1G52140	GO:0000139
BRADI1G52140	GO:0048208
BRADI1G52140	GO:0048208
BRADI1G52140	GO:0000139
BRADI1G52150	
BRADI1G52150	
BRADI1G52160	GO:0008168
BRADI1G52160	GO:0032259
BRADI1G52160	GO:0008168
BRADI1G52170	GO:0008150
BRADI1G52170	
BRADI1G52180	GO:0016740
BRADI1G52180	GO:0009058
BRADI1G52180	GO:0009644
BRADI1G52180	GO:0006457
BRADI1G52180	GO:0009408
BRADI1G52180	GO:0042542
BRADI1G52180	GO:0006626
BRADI1G52180	GO:0016740
BRADI1G52180	GO:0009058
BRADI1G52180	GO:0006626
BRADI1G52180	GO:0009644
BRADI1G52180	GO:0009408
BRADI1G52180	GO:0042542
BRADI1G52180	GO:0006457
BRADI1G52187	GO:0003677
BRADI1G52187	GO:0006355
BRADI1G52187	GO:0006355
BRADI1G52187	GO:0006351
BRADI1G52187	GO:0003677
BRADI1G52187	GO:0005634
BRADI1G52187	GO:0003677
BRADI1G52187	GO:0006355
BRADI1G52187	GO:0006355
BRADI1G52187	GO:0006351
BRADI1G52187	GO:0003677
BRADI1G52187	GO:0005634
BRADI1G52200	GO:0016491
BRADI1G52200	GO:0055114
BRADI1G52200	GO:0005507
BRADI1G52200	GO:0055114
BRADI1G52200	GO:0005507
BRADI1G52200	GO:0016491
BRADI1G52210	GO:0016787
BRADI1G52210	GO:0005975
BRADI1G52210	GO:0009505
BRADI1G52210	GO:0008152
BRADI1G52210	GO:0004553
BRADI1G52210	GO:0016798
BRADI1G52210	GO:0005773
BRADI1G52210	GO:0000325
BRADI1G52210	GO:0004564
BRADI1G52210	GO:0004575
BRADI1G52210	GO:0050306
BRADI1G52210	GO:0051669
BRADI1G52210	GO:0004553
BRADI1G52210	GO:0005975
BRADI1G52220	GO:0070417
BRADI1G52220	GO:0034620
BRADI1G52220	GO:0046685
BRADI1G52220	GO:0034605
BRADI1G52220	GO:0006457
BRADI1G52220	GO:0009506
BRADI1G52220	GO:0005886
BRADI1G52220	GO:0005515
BRADI1G52220	GO:0070417
BRADI1G52220	GO:0034620
BRADI1G52220	GO:0046685
BRADI1G52220	GO:0034605
BRADI1G52220	GO:0009506
BRADI1G52220	GO:0005886
BRADI1G52220	GO:0006457
BRADI1G52230	GO:0005524
BRADI1G52230	GO:0016787
BRADI1G52230	GO:0003676
BRADI1G52230	GO:0004386
BRADI1G52230	GO:0016818
BRADI1G52230	GO:0008026
BRADI1G52230	GO:0016817
BRADI1G52230	GO:0006401
BRADI1G52230	GO:0031125
BRADI1G52230	GO:0010212
BRADI1G52230	GO:0051301
BRADI1G52230	GO:0016579
BRADI1G52230	GO:0000724
BRADI1G52230	GO:0016571
BRADI1G52230	GO:0006406
BRADI1G52230	GO:0010074
BRADI1G52230	GO:0010388
BRADI1G52230	GO:0009560
BRADI1G52230	GO:0000741
BRADI1G52230	GO:0006606
BRADI1G52230	GO:0006364
BRADI1G52230	GO:0016567
BRADI1G52230	GO:0009640
BRADI1G52230	GO:0048825
BRADI1G52230	GO:0045893
BRADI1G52230	GO:0000398
BRADI1G52230	GO:0043687
BRADI1G52230	GO:0035196
BRADI1G52230	GO:0030422
BRADI1G52230	GO:0005634
BRADI1G52230	GO:0006355
BRADI1G52230	GO:0009909
BRADI1G52230	GO:0000741
BRADI1G52230	GO:0010212
BRADI1G52230	GO:0016579
BRADI1G52230	GO:0016571
BRADI1G52230	GO:0000724
BRADI1G52230	GO:0010074
BRADI1G52230	GO:0030422
BRADI1G52230	GO:0043687
BRADI1G52230	GO:0010388
BRADI1G52230	GO:0035196
BRADI1G52230	GO:0004386
BRADI1G52230	GO:0048825
BRADI1G52230	GO:0006406
BRADI1G52230	GO:0006606
BRADI1G52230	GO:0051301
BRADI1G52230	GO:0016567
BRADI1G52230	GO:0009640
BRADI1G52230	GO:0009560
BRADI1G52230	GO:0009909
BRADI1G52230	GO:0003676
BRADI1G52230	GO:0003723
BRADI1G52230	GO:0000398
BRADI1G52230	GO:0045893
BRADI1G52230	GO:0005524
BRADI1G52230	GO:0005634
BRADI1G52230	GO:0003724
BRADI1G52230	GO:0031125
BRADI1G52240	GO:0006355
BRADI1G52240	GO:0006351
BRADI1G52240	GO:0006355
BRADI1G52240	GO:0006351
BRADI1G52250	GO:0003735
BRADI1G52250	GO:0005622
BRADI1G52250	GO:0005840
BRADI1G52250	GO:0006412
BRADI1G52250	GO:0005622
BRADI1G52250	GO:0003735
BRADI1G52250	GO:0006412
BRADI1G52250	GO:0005840
BRADI1G52260	GO:0016740
BRADI1G52260	GO:0008152
BRADI1G52260	GO:0016746
BRADI1G52260	GO:0004742
BRADI1G52260	GO:0006090
BRADI1G52260	GO:0045254
BRADI1G52260	GO:0004742
BRADI1G52260	GO:0006090
BRADI1G52260	GO:0045254
BRADI1G52260	GO:0005759
BRADI1G52260	GO:0016746
BRADI1G52260	GO:0008152
BRADI1G52260	GO:0016740
BRADI1G52260	GO:0008152
BRADI1G52260	GO:0016746
BRADI1G52260	GO:0004742
BRADI1G52260	GO:0006090
BRADI1G52260	GO:0045254
BRADI1G52260	GO:0004742
BRADI1G52260	GO:0006090
BRADI1G52260	GO:0045254
BRADI1G52260	GO:0005759
BRADI1G52260	GO:0016746
BRADI1G52260	GO:0008152
BRADI1G52260	GO:0016740
BRADI1G52260	GO:0008152
BRADI1G52260	GO:0016746
BRADI1G52260	GO:0004742
BRADI1G52260	GO:0006090
BRADI1G52260	GO:0045254
BRADI1G52260	GO:0004742
BRADI1G52260	GO:0006090
BRADI1G52260	GO:0045254
BRADI1G52260	GO:0005759
BRADI1G52260	GO:0016746
BRADI1G52260	GO:0008152
BRADI1G52260	GO:0016740
BRADI1G52260	GO:0008152
BRADI1G52260	GO:0016746
BRADI1G52260	GO:0016746
BRADI1G52260	GO:0008152
BRADI1G52260	GO:0016740
BRADI1G52260	GO:0008152
BRADI1G52260	GO:0016746
BRADI1G52260	GO:0016746
BRADI1G52260	GO:0008152
BRADI1G52260	GO:0016740
BRADI1G52260	GO:0008152
BRADI1G52260	GO:0016746
BRADI1G52260	GO:0016746
BRADI1G52260	GO:0008152
BRADI1G52270	GO:0016740
BRADI1G52270	GO:0008168
BRADI1G52270	GO:0032259
BRADI1G52270	GO:0006479
BRADI1G52270	GO:0006479
BRADI1G52270	GO:0008168
BRADI1G52280	GO:0000166
BRADI1G52280	GO:0003676
BRADI1G52280	GO:0000166
BRADI1G52280	GO:0003676
BRADI1G52290	GO:0055114
BRADI1G52290	GO:0004411
BRADI1G52290	GO:0006559
BRADI1G52290	GO:0006570
BRADI1G52290	GO:1902000
BRADI1G52290	GO:0015996
BRADI1G52290	GO:0009750
BRADI1G52290	GO:0005829
BRADI1G52290	GO:0009744
BRADI1G52290	GO:0006635
BRADI1G52290	GO:0016558
BRADI1G52290	GO:0006570
BRADI1G52290	GO:1902000
BRADI1G52290	GO:0004411
BRADI1G52290	GO:0006635
BRADI1G52290	GO:0015996
BRADI1G52290	GO:0055114
BRADI1G52290	GO:0016558
BRADI1G52290	GO:0009750
BRADI1G52290	GO:0009744
BRADI1G52290	GO:0006559
BRADI1G52290	GO:0005829
BRADI1G52300	GO:0016787
BRADI1G52300	GO:0006629
BRADI1G52300	GO:0016788
BRADI1G52300	GO:0016788
BRADI1G52310	
BRADI1G52320	GO:0055114
BRADI1G52320	GO:0005777
BRADI1G52320	GO:0050660
BRADI1G52320	GO:0008152
BRADI1G52320	GO:0016627
BRADI1G52320	GO:0003995
BRADI1G52320	GO:0006631
BRADI1G52320	GO:0003997
BRADI1G52320	GO:0006635
BRADI1G52320	GO:0006631
BRADI1G52320	GO:0016627
BRADI1G52320	GO:0003995
BRADI1G52320	GO:0006635
BRADI1G52320	GO:0005777
BRADI1G52320	GO:0055114
BRADI1G52320	GO:0050660
BRADI1G52320	GO:0008152
BRADI1G52320	GO:0003997
BRADI1G52330	GO:0005524
BRADI1G52330	GO:0000166
BRADI1G52330	GO:0005737
BRADI1G52330	GO:0004820
BRADI1G52330	GO:0006426
BRADI1G52330	GO:0045995
BRADI1G52330	GO:0046983
BRADI1G52330	GO:0009658
BRADI1G52330	GO:0048481
BRADI1G52330	GO:0009570
BRADI1G52330	GO:0009793
BRADI1G52330	GO:0006426
BRADI1G52330	GO:0045995
BRADI1G52330	GO:0004820
BRADI1G52330	GO:0009658
BRADI1G52330	GO:0005737
BRADI1G52330	GO:0009793
BRADI1G52330	GO:0048481
BRADI1G52330	GO:0000166
BRADI1G52330	GO:0009570
BRADI1G52330	GO:0005524
BRADI1G52330	GO:0005524
BRADI1G52330	GO:0000166
BRADI1G52330	GO:0005737
BRADI1G52330	GO:0004820
BRADI1G52330	GO:0006426
BRADI1G52330	GO:0006426
BRADI1G52330	GO:0004820
BRADI1G52330	GO:0005737
BRADI1G52330	GO:0000166
BRADI1G52330	GO:0005524
BRADI1G52340	GO:0005515
BRADI1G52350	GO:0016747
BRADI1G52350	GO:0016747
BRADI1G52360	GO:0005622
BRADI1G52360	GO:0008270
BRADI1G52360	GO:0005515
BRADI1G52360	GO:0005622
BRADI1G52360	GO:0008270
BRADI1G52367	GO:0016747
BRADI1G52367	GO:0016747
BRADI1G52374	
BRADI1G52381	
BRADI1G52390	GO:0000151
BRADI1G52390	GO:0004842
BRADI1G52390	GO:0016567
BRADI1G52390	GO:0005488
BRADI1G52390	GO:0046777
BRADI1G52390	GO:0070696
BRADI1G52390	GO:0005515
BRADI1G52390	GO:0046777
BRADI1G52390	GO:0016567
BRADI1G52390	GO:0004842
BRADI1G52390	GO:0016874
BRADI1G52400	
BRADI1G52407	GO:0046872
BRADI1G52407	GO:0008270
BRADI1G52407	GO:0005515
BRADI1G52407	GO:0008270
BRADI1G52420	GO:0003674
BRADI1G52420	GO:0008150
BRADI1G52430	GO:0003677
BRADI1G52430	GO:0006281
BRADI1G52430	GO:0007018
BRADI1G52430	GO:0005871
BRADI1G52430	GO:0003777
BRADI1G52430	GO:0006281
BRADI1G52430	GO:0003677
BRADI1G52440	GO:0046872
BRADI1G52440	GO:0008270
BRADI1G52440	GO:0005515
BRADI1G52440	GO:0008270
BRADI1G52450	GO:0007155
BRADI1G52450	GO:0005515
BRADI1G52460	GO:0009055
BRADI1G52460	GO:0005507
BRADI1G52460	GO:0009055
BRADI1G52460	GO:0005507
BRADI1G52470	
BRADI1G52480	GO:0003677
BRADI1G52480	GO:0006355
BRADI1G52480	GO:0006355
BRADI1G52480	GO:0006351
BRADI1G52480	GO:0003677
BRADI1G52480	GO:0005634
BRADI1G52490	GO:0046872
BRADI1G52490	GO:0003676
BRADI1G52490	GO:0046872
BRADI1G52500	
BRADI1G52510	GO:0003824
BRADI1G52510	GO:0005975
BRADI1G52510	GO:0004553
BRADI1G52510	GO:0030246
BRADI1G52510	GO:0009507
BRADI1G52510	GO:0009507
BRADI1G52510	GO:0003824
BRADI1G52510	GO:0004553
BRADI1G52510	GO:0030246
BRADI1G52510	GO:0005975
BRADI1G52520	
BRADI1G52530	GO:0003677
BRADI1G52530	GO:0008270
BRADI1G52530	GO:0051287
BRADI1G52530	GO:0005634
BRADI1G52530	GO:0003676
BRADI1G52530	GO:0003950
BRADI1G52530	GO:0006471
BRADI1G52530	GO:0010212
BRADI1G52530	GO:0016246
BRADI1G52530	GO:0007267
BRADI1G52530	GO:0010267
BRADI1G52530	GO:0016568
BRADI1G52530	GO:0016444
BRADI1G52530	GO:0031047
BRADI1G52530	GO:0000724
BRADI1G52530	GO:0009555
BRADI1G52530	GO:0000226
BRADI1G52530	GO:0006261
BRADI1G52530	GO:0009616
BRADI1G52530	GO:0006346
BRADI1G52530	GO:0007131
BRADI1G52530	GO:0006342
BRADI1G52530	GO:0009855
BRADI1G52530	GO:0010014
BRADI1G52530	GO:0010073
BRADI1G52530	GO:0045893
BRADI1G52530	GO:0043687
BRADI1G52530	GO:0035196
BRADI1G52530	GO:0007067
BRADI1G52530	GO:0006275
BRADI1G52530	GO:0006306
BRADI1G52530	GO:0051567
BRADI1G52530	GO:0000911
BRADI1G52530	GO:0007129
BRADI1G52530	GO:0010564
BRADI1G52530	GO:0006355
BRADI1G52530	GO:0051726
BRADI1G52530	GO:0000278
BRADI1G52530	GO:0009909
BRADI1G52530	GO:0016570
BRADI1G52530	GO:0048449
BRADI1G52530	GO:0010212
BRADI1G52530	GO:0000724
BRADI1G52530	GO:0016444
BRADI1G52530	GO:0009555
BRADI1G52530	GO:0043687
BRADI1G52530	GO:0007129
BRADI1G52530	GO:0009616
BRADI1G52530	GO:0009855
BRADI1G52530	GO:0035196
BRADI1G52530	GO:0010073
BRADI1G52530	GO:0010014
BRADI1G52530	GO:0006346
BRADI1G52530	GO:0007131
BRADI1G52530	GO:0007267
BRADI1G52530	GO:0010267
BRADI1G52530	GO:0006275
BRADI1G52530	GO:0006306
BRADI1G52530	GO:0051567
BRADI1G52530	GO:0007067
BRADI1G52530	GO:0000911
BRADI1G52530	GO:0006471
BRADI1G52530	GO:0003950
BRADI1G52530	GO:0010564
BRADI1G52530	GO:0006261
BRADI1G52530	GO:0009909
BRADI1G52530	GO:0048449
BRADI1G52530	GO:0051287
BRADI1G52530	GO:0000226
BRADI1G52530	GO:0045893
BRADI1G52530	GO:0008270
BRADI1G52530	GO:0003677
BRADI1G52530	GO:0005634
BRADI1G52540	GO:0005622
BRADI1G52540	GO:0007165
BRADI1G52540	GO:0005622
BRADI1G52540	GO:0007165
BRADI1G52550	
BRADI1G52550	
BRADI1G52550	
BRADI1G52550	
BRADI1G52550	
BRADI1G52550	
BRADI1G52557	GO:0016740
BRADI1G52557	GO:0003824
BRADI1G52557	GO:0008152
BRADI1G52557	GO:0006595
BRADI1G52557	GO:0016740
BRADI1G52557	GO:0003824
BRADI1G52557	GO:0016740
BRADI1G52557	GO:0003824
BRADI1G52557	GO:0008152
BRADI1G52557	GO:0006595
BRADI1G52557	GO:0016740
BRADI1G52557	GO:0003824
BRADI1G52567	GO:0005524
BRADI1G52567	GO:0000166
BRADI1G52567	GO:0004672
BRADI1G52567	GO:0004674
BRADI1G52567	GO:0006468
BRADI1G52567	GO:0016772
BRADI1G52567	GO:0005509
BRADI1G52567	GO:0006468
BRADI1G52567	GO:0004672
BRADI1G52567	GO:0005509
BRADI1G52567	GO:0005524
BRADI1G52580	GO:0016740
BRADI1G52580	GO:0003824
BRADI1G52580	GO:0009058
BRADI1G52580	GO:0008152
BRADI1G52580	GO:0016747
BRADI1G52580	GO:0016746
BRADI1G52580	GO:0030639
BRADI1G52580	GO:0090439
BRADI1G52580	GO:0080110
BRADI1G52580	GO:0010584
BRADI1G52580	GO:0005783
BRADI1G52580	GO:0009058
BRADI1G52580	GO:0080110
BRADI1G52580	GO:0090439
BRADI1G52580	GO:0030639
BRADI1G52580	GO:0016747
BRADI1G52580	GO:0008152
BRADI1G52580	GO:0005783
BRADI1G52580	GO:0003824
BRADI1G52590	GO:0016020
BRADI1G52590	GO:0016021
BRADI1G52590	GO:0006810
BRADI1G52590	GO:0005215
BRADI1G52590	GO:0022857
BRADI1G52590	GO:0055085
BRADI1G52590	GO:0005315
BRADI1G52590	GO:0006817
BRADI1G52590	GO:0005215
BRADI1G52590	GO:0022857
BRADI1G52590	GO:0005315
BRADI1G52590	GO:0006817
BRADI1G52590	GO:0055085
BRADI1G52590	GO:0016021
BRADI1G52600	GO:0005643
BRADI1G52600	GO:0006406
BRADI1G52600	GO:0005730
BRADI1G52600	GO:0006606
BRADI1G52600	GO:0005635
BRADI1G52600	GO:0009220
BRADI1G52600	GO:0005515
BRADI1G52600	GO:0008150
BRADI1G52600	GO:0005643
BRADI1G52600	GO:0009220
BRADI1G52600	GO:0006406
BRADI1G52600	GO:0006606
BRADI1G52600	GO:0005730
BRADI1G52610	
BRADI1G52620	GO:0005515
BRADI1G52625	GO:0016787
BRADI1G52625	GO:0003824
BRADI1G52625	GO:0005975
BRADI1G52625	GO:0008152
BRADI1G52625	GO:0004553
BRADI1G52625	GO:0016798
BRADI1G52625	GO:0004553
BRADI1G52625	GO:0005975
BRADI1G52630	GO:0008270
BRADI1G52630	GO:0048046
BRADI1G52630	GO:0005634
BRADI1G52630	GO:0048046
BRADI1G52630	GO:0008270
BRADI1G52630	GO:0005634
BRADI1G52640	GO:0016579
BRADI1G52640	GO:0000956
BRADI1G52640	GO:0016571
BRADI1G52640	GO:0080008
BRADI1G52640	GO:0009409
BRADI1G52640	GO:0010388
BRADI1G52640	GO:0016567
BRADI1G52640	GO:0009640
BRADI1G52640	GO:0006342
BRADI1G52640	GO:0016572
BRADI1G52640	GO:0016575
BRADI1G52640	GO:0045893
BRADI1G52640	GO:0051567
BRADI1G52640	GO:0005634
BRADI1G52640	GO:0005515
BRADI1G52640	GO:0016579
BRADI1G52640	GO:0000956
BRADI1G52640	GO:0010388
BRADI1G52640	GO:0016572
BRADI1G52640	GO:0006342
BRADI1G52640	GO:0051567
BRADI1G52640	GO:0080008
BRADI1G52640	GO:0016567
BRADI1G52640	GO:0009640
BRADI1G52640	GO:0045893
BRADI1G52640	GO:0009409
BRADI1G52640	GO:0005634
BRADI1G52640	GO:0016575
BRADI1G52650	GO:0005524
BRADI1G52650	GO:0000166
BRADI1G52650	GO:0016787
BRADI1G52650	GO:0003676
BRADI1G52650	GO:0004386
BRADI1G52650	GO:0008026
BRADI1G52650	GO:0005829
BRADI1G52650	GO:0001510
BRADI1G52650	GO:0004386
BRADI1G52650	GO:0001510
BRADI1G52650	GO:0005829
BRADI1G52650	GO:0003676
BRADI1G52650	GO:0005524
BRADI1G52650	GO:0005524
BRADI1G52650	GO:0000166
BRADI1G52650	GO:0016787
BRADI1G52650	GO:0003676
BRADI1G52650	GO:0004386
BRADI1G52650	GO:0008026
BRADI1G52650	GO:0004386
BRADI1G52650	GO:0003676
BRADI1G52650	GO:0005524
BRADI1G52650	GO:0005524
BRADI1G52650	GO:0000166
BRADI1G52650	GO:0016787
BRADI1G52650	GO:0003676
BRADI1G52650	GO:0004386
BRADI1G52650	GO:0008026
BRADI1G52650	GO:0004386
BRADI1G52650	GO:0003676
BRADI1G52650	GO:0005524
BRADI1G52660	
BRADI1G52670	GO:0005975
BRADI1G52670	GO:0016773
BRADI1G52670	GO:0009536
BRADI1G52670	GO:0005737
BRADI1G52670	GO:0009507
BRADI1G52670	GO:0016773
BRADI1G52670	GO:0009507
BRADI1G52670	GO:0005975
BRADI1G52680	GO:0005515
BRADI1G52680	GO:0006950
BRADI1G52680	GO:0006355
BRADI1G52690	GO:0006508
BRADI1G52690	GO:0008233
BRADI1G52690	GO:0008237
BRADI1G52700	GO:0005634
BRADI1G52700	GO:0008150
BRADI1G52700	GO:0005634
BRADI1G52707	GO:0005515
BRADI1G52707	GO:0005515
BRADI1G52707	GO:0005515
BRADI1G52720	GO:0003674
BRADI1G52720	GO:0008150
BRADI1G52720	GO:0006812
BRADI1G52720	GO:0008324
BRADI1G52720	GO:0055085
BRADI1G52720	GO:0016021
BRADI1G52730	GO:0008270
BRADI1G52730	GO:0008270
BRADI1G52740	GO:0016491
BRADI1G52740	GO:0055114
BRADI1G52740	GO:0009055
BRADI1G52740	GO:0046872
BRADI1G52740	GO:0051536
BRADI1G52740	GO:0005506
BRADI1G52740	GO:0003824
BRADI1G52740	GO:0050660
BRADI1G52740	GO:0051537
BRADI1G52740	GO:0016614
BRADI1G52740	GO:0016614
BRADI1G52740	GO:0055114
BRADI1G52740	GO:0051537
BRADI1G52740	GO:0009055
BRADI1G52740	GO:0051536
BRADI1G52740	GO:0050660
BRADI1G52740	GO:0005506
BRADI1G52740	GO:0003824
BRADI1G52740	GO:0016491
BRADI1G52740	GO:0046872
BRADI1G52740	GO:0016491
BRADI1G52740	GO:0055114
BRADI1G52740	GO:0009055
BRADI1G52740	GO:0046872
BRADI1G52740	GO:0051536
BRADI1G52740	GO:0005506
BRADI1G52740	GO:0003824
BRADI1G52740	GO:0050660
BRADI1G52740	GO:0051537
BRADI1G52740	GO:0016614
BRADI1G52740	GO:0016614
BRADI1G52740	GO:0055114
BRADI1G52740	GO:0051537
BRADI1G52740	GO:0009055
BRADI1G52740	GO:0051536
BRADI1G52740	GO:0050660
BRADI1G52740	GO:0005506
BRADI1G52740	GO:0003824
BRADI1G52740	GO:0016491
BRADI1G52740	GO:0046872
BRADI1G52750	
BRADI1G52760	GO:0007165
BRADI1G52760	GO:0000159
BRADI1G52760	GO:0008601
BRADI1G52760	GO:0005488
BRADI1G52760	GO:0000159
BRADI1G52760	GO:0008601
BRADI1G52760	GO:0007165
BRADI1G52960	
BRADI1G52970	
BRADI1G52980	GO:0000166
BRADI1G52990	GO:0046872
BRADI1G52990	GO:0046872
BRADI1G52990	GO:0046872
BRADI1G52990	GO:0046872
BRADI1G52990	GO:0046872
BRADI1G52990	GO:0046872
BRADI1G52990	GO:0046872
BRADI1G52990	GO:0046872
BRADI1G52990	GO:0046872
BRADI1G52990	GO:0046872
BRADI1G52990	GO:0046872
BRADI1G52990	GO:0046872
BRADI1G52995	
BRADI1G53000	GO:0009269
BRADI1G53000	GO:0009269
BRADI1G53010	
BRADI1G53020	GO:0015031
BRADI1G53020	GO:0005093
BRADI1G53020	GO:0005093
BRADI1G53020	GO:0055114
BRADI1G53020	GO:0015031
BRADI1G53020	GO:0016491
BRADI1G53027	GO:0006979
BRADI1G53027	GO:0006979
BRADI1G53040	
BRADI1G53040	
BRADI1G53040	
BRADI1G53040	
BRADI1G53040	
BRADI1G53040	
BRADI1G53050	GO:0008080
BRADI1G53050	GO:0008080
BRADI1G53060	GO:0055114
BRADI1G53060	GO:0051287
BRADI1G53060	GO:0008152
BRADI1G53060	GO:0016616
BRADI1G53060	GO:0048037
BRADI1G53060	GO:0016616
BRADI1G53060	GO:0055114
BRADI1G53060	GO:0008152
BRADI1G53060	GO:0051287
BRADI1G53060	GO:0055114
BRADI1G53060	GO:0051287
BRADI1G53060	GO:0008152
BRADI1G53060	GO:0016616
BRADI1G53060	GO:0048037
BRADI1G53060	GO:0016616
BRADI1G53060	GO:0055114
BRADI1G53060	GO:0008152
BRADI1G53060	GO:0051287
BRADI1G53070	GO:0016020
BRADI1G53070	GO:0016020
BRADI1G53085	GO:0016020
BRADI1G53085	GO:0016787
BRADI1G53085	GO:0003824
BRADI1G53085	GO:0008152
BRADI1G53085	GO:0005509
BRADI1G53085	GO:0016042
BRADI1G53085	GO:0004630
BRADI1G53085	GO:0046470
BRADI1G53085	GO:0070290
BRADI1G53085	GO:0005515
BRADI1G53085	GO:0004630
BRADI1G53085	GO:0070290
BRADI1G53085	GO:0046470
BRADI1G53085	GO:0016042
BRADI1G53085	GO:0005509
BRADI1G53085	GO:0003824
BRADI1G53085	GO:0016020
BRADI1G53100	GO:0016491
BRADI1G53100	GO:0055114
BRADI1G53100	GO:0016209
BRADI1G53100	GO:0016209
BRADI1G53100	GO:0055114
BRADI1G53100	GO:0010027
BRADI1G53100	GO:0009507
BRADI1G53100	GO:0016491
BRADI1G53100	GO:0016491
BRADI1G53100	GO:0055114
BRADI1G53100	GO:0016209
BRADI1G53100	GO:0010027
BRADI1G53100	GO:0009507
BRADI1G53100	GO:0016209
BRADI1G53100	GO:0055114
BRADI1G53100	GO:0010027
BRADI1G53100	GO:0009507
BRADI1G53100	GO:0016491
BRADI1G53100	GO:0016491
BRADI1G53100	GO:0055114
BRADI1G53100	GO:0016209
BRADI1G53100	GO:0016209
BRADI1G53100	GO:0016491
BRADI1G53110	GO:0005515
BRADI1G53120	
BRADI1G53130	GO:0009560
BRADI1G53130	GO:0008150
BRADI1G53130	GO:0009560
BRADI1G53140	GO:0005515
BRADI1G53150	GO:0016020
BRADI1G53150	GO:0006810
BRADI1G53150	GO:0005215
BRADI1G53150	GO:0005215
BRADI1G53150	GO:0006810
BRADI1G53150	GO:0016020
BRADI1G53160	GO:0016020
BRADI1G53160	GO:0006810
BRADI1G53160	GO:0005215
BRADI1G53160	GO:0005215
BRADI1G53160	GO:0006810
BRADI1G53160	GO:0016020
BRADI1G53170	GO:0005515
BRADI1G53180	
BRADI1G53190	GO:0000166
BRADI1G53190	GO:0003676
BRADI1G53190	GO:0000166
BRADI1G53190	GO:0003676
BRADI1G53200	
BRADI1G53207	GO:0016740
BRADI1G53207	GO:0016020
BRADI1G53207	GO:0016021
BRADI1G53207	GO:0046872
BRADI1G53207	GO:0008270
BRADI1G53207	GO:0016757
BRADI1G53207	GO:0016760
BRADI1G53207	GO:0030244
BRADI1G53207	GO:0005515
BRADI1G53207	GO:0016760
BRADI1G53207	GO:0030244
BRADI1G53207	GO:0005886
BRADI1G53207	GO:0016021
BRADI1G53207	GO:0071555
BRADI1G53207	GO:0008270
BRADI1G53207	GO:0016020
BRADI1G53217	GO:0005515
BRADI1G53217	GO:0097361
BRADI1G53217	GO:0016226
BRADI1G53230	GO:0009055
BRADI1G53230	GO:0046872
BRADI1G53230	GO:0051536
BRADI1G53230	GO:0022900
BRADI1G53230	GO:0051537
BRADI1G53230	GO:0022900
BRADI1G53230	GO:0051537
BRADI1G53230	GO:0009055
BRADI1G53230	GO:0051536
BRADI1G53230	GO:0046872
BRADI1G53237	GO:0003735
BRADI1G53237	GO:0005622
BRADI1G53237	GO:0005840
BRADI1G53237	GO:0030529
BRADI1G53237	GO:0006414
BRADI1G53237	GO:0006414
BRADI1G53237	GO:0005622
BRADI1G53237	GO:0003735
BRADI1G53237	GO:0005840
BRADI1G53250	GO:0003735
BRADI1G53250	GO:0005622
BRADI1G53250	GO:0005840
BRADI1G53250	GO:0030529
BRADI1G53250	GO:0006414
BRADI1G53250	GO:0006414
BRADI1G53250	GO:0005622
BRADI1G53250	GO:0003735
BRADI1G53250	GO:0005840
BRADI1G53260	
BRADI1G53270	
BRADI1G53280	
BRADI1G53290	
BRADI1G53300	
BRADI1G53310	GO:0016787
BRADI1G53310	GO:0008152
BRADI1G53310	GO:0008152
BRADI1G53310	GO:0016787
BRADI1G53320	GO:0016787
BRADI1G53320	GO:0008152
BRADI1G53320	GO:0008152
BRADI1G53320	GO:0016787
BRADI1G53330	
BRADI1G53330	
BRADI1G53340	GO:0016020
BRADI1G53340	GO:0016021
BRADI1G53340	GO:0006810
BRADI1G53340	GO:0016192
